,Actinocyclus actinochilus,Actinocyclus spiritus,Actinocyclus utricularis,Azpeitia tabularis,Banquisia belgicae,Chaetoceros bulbosum,Chaetoceros concavicornis,Chaetoceros criophilum,Chaetoceros dichaeta,Chaetoceros flexuosum,Chaetoceros neglectum,Chaetoceros pelagicus,Chaetoceros socialis,Corethron criophilum,Coscinodiscus oculoides,Cylindrotheca closterium,Eucampia antarctica,Fragilariopsis curta,Fragilariopsis cylindrus,Fragilariopsis kerguelensis,Fragilariopsis linearis,Fragilariopsis nana,Fragilariopsis obliquecostata,Fragilariopsis pseudonana,Fragilariopsis rhombica,Fragilariopsis ritscheri,Fragilariopsis separanda,Fragilariopsis sublinearis,Fragilariopsis vanheurckii,Manguinea fusiformis,Manguinea rigida,Navicula glaciei,Navicula schefterae,Nitzschia kerguelensis,Nitzschia lecointei,Nitzschia neglecta,Odontella weissflogii,Porosira glacialis,Porosira pseudodenticulata,Proboscia alata,Proboscia inermi,Proboscia truncata,Pseudo-Nitzschia heimii,Pseudo-Nitzschia liniola,Pseudo-Nitzschia prolongatoides,Pseudo-Nitzschia subcurvata,Rhizosolenia antennata,Stellarima microtrias,Thalassiosira antarctica,Thalassiosira australis,Thalassiosira frenguelliopsis,Thalassiosira gracilis,Thalassiosira gracilis expecta,Thalassiosira gravida,Thalassiosira lentiginosa,Thalassiosira ritscheri,Thalassiosira trifulta,Thalassiosira tumida,Trichotoxon reinboldii,Dictyocha speculum,Phaeocystis antarctica,Silicioflagellata,Bodo saltans,Amphidinium hadai,Gyrodinium lachryama,Parvicorbucula socialis,Cassidulinoides parkerianus,Cibicides refulgens,Globocassidulina crassa,Lenticulina antarctica,Neogloboquadriana pachyderma,Euphausia crystallorophias,Euphausia frigida,Thysanoessa macrura,Euphausia superba,Ampelisca richardsoni,Abyssorchomene rossi,Abyssorchomene plebs,Abyssorchomene nodimanus,Eusirus antarcticus,Eusirus perdentatus,Alexandrella mixta,Tryphosella murrayi,Waldeckia obesa,Parschisturella ceruviata,Paramoera walkeri,Epimeriella walkeri,Cyllopus lucasii,Hyperiella dilatata,Vibilia antarctica,Vibilia stebbingi,Hyperia macrocephala,Epimeria similis,Epimeria robusta,Epimeria macrodonta,Epimeria rubrieques,Epimeria georgiana,Melphidippa antarctica,Oediceroides emarginatus,Oediceroides calmani,Maxilliphimedia longipes,Gnathiphimedia mandibularis,Echiniphimedia hodgsoni,Iphimediella  cyclogena,Paraceradocus gibber,Liljeborgia georgiana,Momoculodes scabriculosus,Uristes gigas,Eurythenes gryllus,Bathypanoploea schellenbergi,Pseudorchomene coatsi,Heterophoxus videns,Haplocheira plumosa,Oradarea edentata,Djerboa furcipes,Rhachotropis antarctica,Themisto gaudichaudii,Primno macropa,Notocrangon antarcticus,Chorismus antarcticus,Nematocarcinus lanceopes,Rhincalanus gigas,Calanus propinquus,Calanoides acutus,Metridia gerlachei,Paraeuchaeta antarctica,Eucopia australis,Euchaetomera antarcticus,Antarctomysis maxima,Ceratoserolis meridionalis,Frontoserolis bouvieri,Natatolana obtusata,Natatolana oculata,Natatolana meridionalis,Munna globicauda,Serolella bouveri,Serolis polita,Gnathia calva,Glyptonotus antarcticus,Austrosignum grande,Aega antarctica,Arcturidae,Conchoecia hettacra,Alacia hettacra,Alacia belgicae,Metaconchoecia isocheira,Boroecia antipoda,Conchoecia antipoda,Nototanais antarcticus,Peraeospinosus pushkini,Nototanais dimorphus,Eudorella splendida,Vaunthompsonia indermis,Camylaspis maculata,Diastylis mawsoni,Ekleptostylis debroyeri,Pentanymphon antarcticum,Ammothea carolinensis,Colossendeis scotti,Nymphon gracillimum,Pelagobia longicirrata,Rhynchonereella bongraini,Laetmonice producta,Harmothoe spinosa,Harmothoe crosetensis,Harmotoe hartmanae,Polyeunoa laevis,Barrukia cristata,Eulagisca gigantea,Eunoe spica,Eunoe hartmanae,Eunoe spica spicoides,Vanadis antarctica,Pista spinifera,Phyllocomus crocea,Terebella ehlersi,Eucranta mollis,Promachocrinus kerguelensis,Anthometra adriani,Acodontaster conspicuus,Acodontaster capitatus,Acodontaster hodgsoni,Bathybiaster loripes,Cuenotaster involutus,Diplasterias brucei,Luidiaster gerlachei,Labidiaster annulatus,Lophaster gaini,Notasterias armata,Solaster dawsoni,Odontaster meridionalis,Odontaster validus,Kampylaster incurvatus,Cycethra verrucosa mawsoni,Notasterias stylophora,Notioceramus anomalus,Perknaster sladeni,Pteraster affinis aculeatus,Perknaster densus,Perknaster fuscus antarcticus,Macroptychaster accrescens,Lysasterias perrieri,Psilaster charcoti,Porania antarctica,Porania antarctica glabra,Ophioperla koehleri,Ophionotus victoriae,Ophioceres incipiens,Ophiurolepis brevirima,Ophiurolepis gelida,Ophiosparte gigas,Ophioperla ludwigi,Ophiacantha antarctica,Astrotoma agassizii,Astrochlamys bruneus,Gorgonocephalus chiliensis,Sterechinus neumayeri,Sterechinus antarcticus,Ctenocidaris gigantea,Ctenocidaris spinosa,Notocidaris mortenseni,Abatus curvidens,Abatus cavernosus,Abatus nimrodi,Abatus shackeltoni,Austrocidaris canaliculata,Aporocidaris milleri,Ctenocidaris perrieri,Ctenocidaris gilberti,Mesothuria lactea,Achlyonice violaecuspidata,Bathyplotes gourdoni,Bathyplotes bongraini,Scotoplanes globosa,Molpadia musculus,Ypsilocucumis turricata,Psolidium incertum,Trachythyone parva,Laetmogone wyvillethompsoni,Pseudostichopus mollis,Pseudostichopus villosus,Elpidia glacialis,Chiridota weddellensis,Ekmocucumis steineni,Ekmocucumis turqueti,Abyssocucumis liouvillei,Psolus dubiosus,Psolus charcoti,Psolus antarcticus,Echinopsolus acanthocola,Ekmocucumis turqueti turqueti,Taeniogyrus contortus,Silicularia rosea,Tubularia ralphii,Oswaldella antarctica,Monocaulus parvula,Rhodalia miranda,Atolla wyvillei,Dimophyes arctica,Diphyes antarctica,Bargmannia,Solmundella bitentaculata,Dipulmaris antarctica,Desmonema glaciale,Periphylla periphylla,Urticinopsis antarctica,Isotealia antarctica,Edwardsia meridionalis,Isosicyonis alba,Primnoisis antarctica,Gersemia antarctica,Clavularia frankiliana,Primnoella,Ainigmaptilon antarcticus,Armadillogorgia cyathella,Alcyonium antarcticum,Anthomastus bathyproctus,Nuttallochiton mirandus,Callochiton gaussi,Notaeolidia gigas,Austrodoris kerguelenensis,Trophon longstaffi,Tritonia antarctica,Aegires albus,Bathydoris clavigera,Tritoniella belli,Harpovoluta charcoti,Puncturella conica,Neobuccinum eatoni,Marseniopsis mollis,Marseniopsis conica,Parmaphorella mawsoni,Amauropsis rossiana,Newnesia antarctica,Falsimargarita gemma,Marginella ealesa,Pontiothauma ergata,Probuccinum tenuistriatum,Nacella concinna,Clione limacina,Clione antarctica,Clio pyramidata,Limacina helicina antarctica,Pareledone charcoti,Pareledone antarctica,Psychroteuthis glacialis,Moroteuthis ingens,Alluroteuthis antarcticus,Galiteuthis glacialis,Kondakovia longimana,Gonatus antarcticus,Mesonychoteuthis hamiltoni,Martialia hyadesi,Cyclocardia astartoides,Yolida eightsi,Laternula elliptica,Limopsis lillei,Limopsis marionensis,Lissarca notorcadensis,Propeleda longicaudata,Cadulus dalli antarcticum,Fissidentalium majorinum,Cinachyra antarctica,Cinachyra barbata,Bathydorus spinosus,Iophon radiatus,Kirkpatrickia variolosa,Rossella racovitzae,Stylocordyla borealis,Homaxinella balfourensis,Scolymastra joubini,Latrunculia apicalis,Latrunculia brevis,Tetilla leptoderma,Haliclona dancoi,Mycale acerata,Rossella antarctica,Rossella tarenja,Haliclona tenella,Clathria pauper,Calyx arcuarius,Isodyctia toxophila,Isodyctia cavicornuta,Isodyctia steifera,Axociella nidificata,Rossella nuda,Tentorium papillatum,Tentorium semisuberites,Tedania oxeata,Tedania tantulata,Tedania vanhoeffeni,Phorbas areolatus,Phorbas glaberrima,Polymastia invaginata,Polymastia isidis,Anoxycalyx joubini,Beroe cucumis,Lyrocteis flavopallidus,Callianira antarctica,Baseodiscus antarcticus,Lineus longifissus,Parborlasia corrugatus,Phascolion strombi,Golfingia nordenskojoeldi,Golfingia mawsoni,Golfingia ohlini,Golfingia anderssoni,Golfingia margaritacea margaritacea,Alomasoma belyaevi,Echiurus antarcticus,Hamingia,Maxmuelleria faex,Flustra angusta,Camptoplites tricornis,Nematoflustra flagellata,Austroflustra vulgaris,Melicerita obliqua,Systenopora contracta,Flustra antarctica,Fasciculiporoides ramosa,Reteporella hippocrepis,Lageneschara lyrulata,Isoschizoporella tricuspis,Caulastraea curvata,Chondriovelum adeliense,Bostrychopora dentata,Liothyrella uva,Magellania joubini,Magellania fragilis,Crania lecointei,Compsothyris racovitzae,Liothyrella uva antarctica,Eukrohnia hamata,Pseudosagitta gazellae,Sagitta marri,Pseudosagitta maxima,Cephalodiscus,Molgula pedunculata,Ascidia challengeri,Corella eumyota,Aplidium vastum,Synoicum adareanum,Cnemidocarpa verrucosa,Sycozoa sigillinoides,Pyura bouvetensis,Pyura discoveryi,Pyura setosa,Pyura tunicata,Salpa thompsoni,Salpa gerlachei,Ihlea racovitzai,Artedidraco orianae,Artedidraco loennbergi,Artedidraco skottsbergi,Dolloidraco longedorsalis,Pogonophryne marmorata,Pogonophryne phyllopogon,Pogonophryne permitini,Pogonophryne scotti,Pogonophryne barsukovi,Cygnodraco mawsoni,Gerlachea australis,Gymnodraco acuticeps,Prionodraco evansii,Racovitzia glacialis,Chaenodraco wilsoni,Chionodraco hamatus,Chionodraco myersi,Cryodraco antarcticus,Dacodraco hunteri,Pagetopsis maculatus,Aethotaxis mitopteryx,Dissostichus mawsoni,Trematomus eulepidotus,Trematomus lepidorhinus,Trematomus loennbergii,Trematomus nicolai,Trematomus pennellii,Trematomus scotti,Pleuragramma antarcticum,Notothenia marmorata,Notothenia coriiceps,Trematomus bernacchii,Trematomus hansoni,Macrourus holotrachys,Macrourus whitsoni,Electrona antarctica,Harpagifer antarcticus,Bathylagus antarcticus,Notolepis coatsi,Gymnoscopelus braueri,Gymnoscopelus opisthopterus,Gymnoscopelus nicholsi,Protomyctophum bolini,Pagetopsis macropterus,Muraenolepis marmoratus,Muraenolepis microps,Pachycara brachycephalum,Champsocephalus gunnari,Fulmarus glacialoides,Thalassoica antarctica,Halobaena caerulea,Daption capense,Pagodroma nivea,Aphrodroma brevirostris,Macronectes halli,Macronectes giganteus,Procellaria aequinoctialis,Oceanites oceanicus,Sterna vittata,Sterna paradisaea,Pachyptila desolata,Aptenodytes forsteri,Pygoscelis adeliae,Lobodon carcinophaga,Hydrurga leptonyx,Arctocephalus gazella,Mirounga leonina,Ommatophoca rossii,Leptonychotes weddelli,Balaenoptera musculus,Balaenoptera physalus,Balaenoptera acutorostrata,Physeter macrocephalus,Megaptera novaeangliae,Orcinus orca,Lagenorhynchus cruciger,Tursiops truncatus
Actinocyclus actinochilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinocyclus spiritus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinocyclus utricularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azpeitia tabularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banquisia belgicae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaetoceros bulbosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaetoceros concavicornis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaetoceros criophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
