Network;Species;Group;Kingdom;Phylum;Class;Order;Family;Genus;BodyWeight;FeedingMode;MetabolicCategory;TrophicLevel;FeedingType;Mobility;Environment;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;R20;R21;R22;R23;R24;R25;R26;R27;R28;R29;R30;Vulnerability;Generality
weddell;Polyeunoa laevis;I;Animalia;Annelida;Polychaeta;Aciculata;Polynoidae;Polyeunoa;15;predator/scavenger;"invertebrate";3.82;"omnivorous";2;"benthic";692;3621;2004;237;1511;47;406;83;779;676;315;899;549;148;153;4;68;163;17;1;11;17;16;22;28;71;29;62;8;6;59;52
weddell;Austroflustra vulgaris;I;Animalia;Bryozoa;Gymnolaemata;Cheilostomata;NA;Austroflustra;0.15;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;3116;0;312;13;147;0;0;208;285;0;17;118;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1
weddell;Echiniphimedia hodgsoni;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Echiniphimedia;1.9;predator/scavenger;"invertebrate";2.97;"omnivorous";3;"benthopelagic";561;3870;0;606;1312;136;0;0;1256;302;34;368;627;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;35
weddell;Orcinus orca;T;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Orcinus;40000000;predator;"endotherm vertebrate";5.07;"carnivorous";4;"benthopelagic";157;0;516;0;0;0;0;0;279;0;166;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;26
weddell;Nototanais dimorphus;I;Animalia;Arthropoda;Malacostraca;Tanaidacea;Nototanaidae;Nototanais;0.1;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";3;"benthic";1770;733;0;166;361;28;0;0;4766;20;0;179;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;60
weddell;Fragilariopsis ritscheri;B;Plantae;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;4.53e-13;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;6539;0;2038;0;116;0;0;0;2485;0;0;720;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0
weddell;Ekmocucumis turqueti turqueti;I;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Staurocucumis;19;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;1667;0;417;5;202;0;0;215;21;0;10;45;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1
weddell;Golfingia mawsoni;I;Animalia;Sipuncula;Sipunculidea;Golfingiiformes;Golfingiidae;Golfingia;4.1e-05;deposit-feeder;"invertebrate";2;"detrivorous";2;"benthic";0;89;0;22;1;3;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
weddell;Marseniopsis conica;I;Animalia;Mollusca;Gastropoda;Neotaenioglossa;Lamellariidae;Marseniopsis;0.01;predator;"invertebrate";3;"omnivorous";2;"benthic";1;2851;2;230;39;112;0;0;27;172;0;13;118;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2
weddell;Solaster dawsoni;I;Animalia;Echinodermata;Asteroidea;Spinulosida;Solasteridae;Solaster;0.75;predator/scavenger;"invertebrate";3.69;"omnivorous";2;"benthic";128;576;753;21;13;3;0;0;934;6;97;120;6;0;3;182;0;0;0;0;0;5;0;0;28;0;0;0;0;0;6;23
weddell;Cycethra verrucosa mawsoni;I;Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cycethra;0.57;predator/scavenger;"invertebrate";2;"omnivorous";2;"benthic";0;691;0;21;1;8;0;0;220;6;0;5;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1
weddell;Psolus antarcticus;I;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Psolidae;Psolus;0.085;deposit-feeder;"invertebrate";2;"detrivorous";2;"benthic";0;1667;0;417;5;202;0;0;215;21;0;10;45;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1
weddell;Racovitzia glacialis;I;Animalia;Chordata;Actinopterygii;Perciformes;Bathydraconidae;Racovitzia;430;predator;"ectotherm vertebrate";3.61;"carnivorous";4;"bathydemersal";244;1960;1196;87;593;116;0;0;1232;109;121;107;134;0;57;8;0;0;0;0;0;0;0;0;13;0;0;0;0;0;25;28
weddell;Gymnodraco acuticeps;I;Animalia;Chordata;Actinopterygii;Perciformes;Bathydraconidae;Gymnodraco;1400;predator;"ectotherm vertebrate";3.75;"carnivorous";4;"demersal";395;1890;1382;86;720;114;0;0;1417;109;222;177;134;0;57;27;0;0;0;0;1;2;0;0;13;0;0;0;0;0;25;36
weddell;Alexandrella mixta;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Stilipedidae;Alexandrella;1.3;predator/scavenger;"invertebrate";3.84;"omnivorous";3;"benthopelagic";15;3443;465;574;229;105;740;17;46;234;6;52;541;7;171;3;20;66;8;2;9;18;3;70;0;13;1;27;3;1;48;11
weddell;Cinachyra barbata;I;Animalia;Porifera;Demospongiae;Spirophorida;Tetillidae;Cinachyra;0.18;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4329;0;563;19;148;0;0;202;698;0;23;144;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1
weddell;Odontaster validus;I;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Odontaster;0.57;predator/scavenger;"invertebrate";3.29;"omnivorous";2;"benthic";19229;125;1927;3;727;0;99;439;4693;3;4624;153;3;419;0;72;19;10;0;0;0;0;5;0;237;6;17;0;4;2;9;225
weddell;Chaetoceros dichaeta;B;Plantae;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;6.04e-13;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;6539;0;2038;0;116;0;0;0;2485;0;0;720;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0
weddell;Gerlachea australis;I;Animalia;Chordata;Actinopterygii;Perciformes;Bathydraconidae;Gerlachea;260;predator;"ectotherm vertebrate";3.91;"carnivorous";4;"benthopelagic";595;1814;2548;60;884;77;56;34;1447;98;377;198;124;0;54;64;11;11;20;0;4;18;12;9;63;1;0;3;0;0;25;47
weddell;Pachyptila desolata;T;Animalia;Chordata;Aves;Ciconiiformes;Procellariidae;Pachyptila;170;predator;"endotherm vertebrate";4.25;"carnivorous";4;"land-based";298;0;1212;0;0;0;0;0;1340;0;217;0;0;0;0;11;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;33
weddell;Harpovoluta charcoti;I;Animalia;Mollusca;Gastropoda;Neogastropoda;Volutidae;Harpovoluta;0.29;predator;"invertebrate";3.03;"omnivorous";2;"benthic";1313;2573;739;230;1087;112;0;0;1036;172;65;291;118;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;53
weddell;Marseniopsis mollis;I;Animalia;Mollusca;Gastropoda;Neotaenioglossa;Lamellariidae;Marseniopsis;0.01;predator;"invertebrate";3;"omnivorous";2;"benthic";1;2851;2;230;39;112;0;0;27;172;0;13;118;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2
weddell;Periphylla periphylla;I;Animalia;Cnidaria;Scyphozoa;Coronatae;Periphyllidae;Periphylla;2.7;predator;"invertebrate";3.89;"carnivorous";4;"pelagic";71;3;702;49;13;0;0;0;950;0;72;5;0;0;0;7;0;0;0;0;0;0;0;0;10;0;0;0;0;0;1;18
weddell;Trematomus loennbergii;I;Animalia;Chordata;Actinopterygii;Perciformes;Nototheniidae;Trematomus;250;predator;"ectotherm vertebrate";4.08;"carnivorous";4;"benthopelagic";3954;531;2830;47;698;7;314;417;1114;95;782;727;10;422;0;94;37;14;24;0;1;44;2;0;17;103;41;18;6;30;25;108
weddell;Balaenoptera musculus;T;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;1900000;predator;"endotherm vertebrate";4.07;"carnivorous";4;"benthopelagic";426;0;1366;0;0;0;0;0;1437;0;227;0;0;0;0;10;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;37
weddell;Pogonophryne barsukovi;I;Animalia;Chordata;Actinopterygii;Perciformes;Harpagiferidae;Pogonophryne;190;predator;"ectotherm vertebrate";3.91;"carnivorous";4;"demersal";1753;1476;3075;20;1347;12;186;62;1665;84;959;300;112;108;35;58;46;25;39;0;5;20;16;15;138;7;42;19;0;3;25;79
weddell;Axociella nidificata;I;Animalia;Porifera;Demospongiae;Poecilosclerida;Microcionidae;Axociella;6.5;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4329;0;563;19;148;0;0;202;698;0;23;144;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1
weddell;Iphimediella  cyclogena;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Iphimediidae;Iphimediella;0.81;predator/scavenger;"invertebrate";3.07;"omnivorous";3;"benthopelagic";459;3227;259;452;953;70;471;90;374;323;6;251;358;150;60;5;183;56;75;0;2;3;1;67;0;97;7;92;7;21;47;39
weddell;Trematomus lepidorhinus;I;Animalia;Chordata;Actinopterygii;Perciformes;Nototheniidae;Trematomus;150;predator;"ectotherm vertebrate";3.8;"carnivorous";4;"benthopelagic";1877;1179;2690;49;1094;24;185;56;1882;86;425;403;109;53;36;104;36;14;37;0;6;15;5;6;44;4;24;20;0;1;24;71
weddell;Actinocyclus utricularis;B;Plantae;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;Hemidiscaceae;Actinocyclus;4.01e-12;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;6539;0;2038;0;116;0;0;0;2485;0;0;720;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0
weddell;Acodontaster hodgsoni;I;Animalia;Echinodermata;Asteroidea;Valvatida;Odontasteridae;Acodontaster;3.9;predator/scavenger;"invertebrate";3;"omnivorous";2;"benthic";21;671;7;21;17;8;0;0;293;6;0;25;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7
weddell;Diphyes antarctica;I;Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Diphyes;0.15;predator;"invertebrate";3.66;"carnivorous";4;"pelagic";60;234;722;70;39;6;0;0;999;1;56;12;2;0;0;1;0;0;0;0;0;0;0;0;20;0;0;0;0;0;3;17
weddell;Austrocidaris canaliculata;T;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Austrocidaris;0.89;predator/scavenger;"invertebrate";3.78;"carnivorous";2;"benthic";284;0;641;0;0;0;0;0;612;0;16;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
weddell;Nitzschia kerguelensis;B;Plantae;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;5.73e-12;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;6539;0;2038;0;116;0;0;0;2485;0;0;720;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0
weddell;Procellaria aequinoctialis;T;Animalia;Chordata;Aves;Ciconiiformes;Procellariidae;Procellaria;600;predator;"endotherm vertebrate";4.28;"carnivorous";4;"land-based";21;0;224;0;0;0;0;0;362;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
weddell;Gymnoscopelus opisthopterus;I;Animalia;Chordata;Actinopterygii;Myctophiformes;Myctophidae;Gymnoscopelus;36;predator;"ectotherm vertebrate";3.38;"carnivorous";4;"pelagic";163;870;1161;137;554;51;0;0;935;311;57;150;175;0;10;10;0;0;0;0;0;0;0;0;11;0;0;0;0;0;32;22
weddell;Oediceroides emarginatus;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Oediceroides;6.4;predator/scavenger;"invertebrate";2.69;"omnivorous";3;"benthopelagic";3619;1821;698;593;2067;93;362;299;3563;302;751;1368;265;641;99;1;13;0;0;0;0;43;0;0;1;325;0;45;0;45;48;105
weddell;Artedidraco orianae;I;Animalia;Chordata;Actinopterygii;Perciformes;Harpagiferidae;Artedidraco;95;predator;"ectotherm vertebrate";3.74;"carnivorous";4;"demersal";127;1410;1289;61;333;69;552;99;1151;56;92;105;95;5;39;26;21;47;39;6;1;1;4;32;12;7;2;14;0;4;25;27
weddell;Chondriovelum adeliense;I;Animalia;Bryozoa;Gymnolaemata;Cheilostomata;Onychocellidae;Chondriovelum;0.69;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;3116;0;312;13;147;0;0;208;285;0;17;118;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1
weddell;Electrona antarctica;I;Animalia;Chordata;Actinopterygii;Myctophiformes;Myctophidae;Electrona;39;predator;"ectotherm vertebrate";3.47;"carnivorous";4;"pelagic";109;1712;1212;182;680;138;0;0;1060;580;87;240;338;0;28;32;0;0;0;0;1;3;0;0;14;0;0;0;0;0;44;21
weddell;Dimophyes arctica;I;Animalia;Cnidaria;Hydrozoa;Siphonophorae;Diphyidae;Dimophyes;0.15;predator;"invertebrate";3.66;"carnivorous";4;"pelagic";60;234;722;70;39;6;0;0;999;1;56;12;2;0;0;1;0;0;0;0;0;0;0;0;20;0;0;0;0;0;3;17
weddell;Isodyctia cavicornuta;I;Animalia;Porifera;Demospongiae;Poecilosclerida;Isodictyidae;Isodictya;5.6;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4329;0;563;19;148;0;0;202;698;0;23;144;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1
weddell;Haplocheira plumosa;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Haplocheira;0.031;predator/scavenger;"invertebrate";2.06;"omnivorous";3;"benthopelagic";2148;3413;1;606;2391;136;0;0;4263;302;62;825;627;0;199;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48;67
weddell;Flustra antarctica;I;Animalia;Ectoprocta;Gymnolaemata;Ctenostomata;Flustrellidridae;Flustrellidra;5.6;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;3116;0;312;13;147;0;0;208;285;0;17;118;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1
weddell;Solmundella bitentaculata;I;Animalia;Cnidaria;Hydrozoa;Narcomedusae;Aeginidae;Solmundella;3.3;predator;"invertebrate";4.2;"carnivorous";4;"pelagic";11;3;150;49;2;0;0;0;322;0;10;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7
weddell;Pelagobia longicirrata;I;Animalia;Annelida;Polychaeta;Aciculata;Lopadorhynchidae;Pelagobia;0.0019;predator;"invertebrate";2.12;"omnivorous";2;"pelagic";1717;1903;32;1450;2972;184;15;59;3203;1850;236;1438;546;67;19;0;38;62;0;0;0;0;0;8;0;68;0;2;0;1;72;65
weddell;Amauropsis rossiana;I;Animalia;Mollusca;Gastropoda;Neotaenioglossa;Naticidae;Amauropsis;0.01;predator;"invertebrate";3.32;"carnivorous";2;"benthic";4;2815;83;230;55;112;0;0;107;172;2;49;118;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;4
weddell;Rhynchonereella bongraini;I;Animalia;Annelida;Polychaeta;Phyllodocida;Alciopidae;Rhynchonereella;0.0019;predator/scavenger;"invertebrate";2.12;"omnivorous";2;"benthic";1776;1388;55;333;1058;166;0;0;4568;105;303;177;51;0;15;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;65
weddell;Notaeolidia gigas;I;Animalia;Mollusca;Gastropoda;Nudibranchia;Notaeolidiidae;Notaeolidia;0.35;predator;"invertebrate";3.97;"omnivorous";2;"benthic";1;2854;96;230;42;112;0;0;46;172;0;10;118;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2
weddell;Cassidulinoides parkerianus;I;Protozoa;Protozoa;Granuloreticulosea;Foraminiferida;Islandiellidae;Cassidulinoides;1.2e-09;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1830;1692;0;300;676;62;0;0;4152;245;0;849;53;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;61
weddell;Artedidraco loennbergi;I;Animalia;Chordata;Actinopterygii;Perciformes;Harpagiferidae;Artedidraco;17;predator;"ectotherm vertebrate";3.86;"carnivorous";4;"demersal";4172;1289;3780;20;1798;12;170;128;2122;84;1132;487;112;124;35;55;44;25;36;0;5;20;18;15;156;7;45;19;0;3;25;108
weddell;Harmothoe crosetensis;I;Animalia;Annelida;Polychaeta;Aciculata;Polynoidae;Arctonoe;5.8;predator/scavenger;"invertebrate";3.67;"omnivorous";2;"benthic";2639;1990;2149;187;2140;26;1300;837;546;470;491;890;215;1065;18;1;94;461;6;59;5;5;37;39;30;387;61;63;107;134;64;106
weddell;Coscinodiscus oculoides;B;Plantae;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;1.59e-09;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;6539;0;2038;0;116;0;0;0;2485;0;0;720;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0
weddell;Eucampia antarctica;B;Plantae;Bacillariophyta;Coscinodiscophyceae;Biddulphiales;Biddulphiaceae;Eucampia;7.29e-12;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;6539;0;2038;0;116;0;0;0;2485;0;0;720;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0
weddell;Laetmogone wyvillethompsoni;I;Animalia;Echinodermata;Holothuroidea;Elasipodida;Laetmogonidae;Laetmogone;0.01;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";2;"benthic";1;1665;0;417;18;202;0;0;269;21;0;12;45;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2
weddell;Paraeuchaeta antarctica;I;Animalia;Arthropoda;Maxillopoda;Calanoida;Euchaetidae;Paraeuchaeta;0.0081;predator/scavenger;"invertebrate";2.18;"omnivorous";4;"benthopelagic";2157;1698;6;1654;4495;126;12;71;3019;3091;120;1555;816;334;9;0;60;133;0;0;0;2;3;6;1;393;0;2;5;10;96;75
weddell;Aegires albus;I;Animalia;Mollusca;Gastropoda;Nudibranchia;Aegiridae;Aegires;0.018;predator;"invertebrate";3;"omnivorous";2;"benthic";561;2621;34;230;641;112;0;0;1190;172;0;243;118;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;34
weddell;Rossella nuda;I;Animalia;Porifera;Hexactinellida;Lyssacinosida;Rossellidae;Rossella;300;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4521;0;558;20;150;0;0;201;747;0;24;179;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;1
weddell;Hyperiella dilatata;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;Hyperiella;0.0057;predator;"invertebrate";2.13;"omnivorous";4;"pelagic";2083;3698;5;559;3233;138;0;0;4083;752;391;885;701;0;200;6;0;0;0;0;0;0;0;0;11;0;0;0;0;0;58;71
weddell;Bathylagus antarcticus;I;Animalia;Chordata;Actinopterygii;Osmeriformes;Bathylagidae;Bathylagus;27;predator;"ectotherm vertebrate";3.35;"carnivorous";4;"pelagic";112;1080;984;154;697;45;0;0;807;578;49;101;267;0;16;8;0;0;0;0;0;0;0;0;10;0;0;0;0;0;42;19
weddell;Ophiosparte gigas;I;Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiosparte;7.5;predator/scavenger;"invertebrate";3.44;"omnivorous";2;"benthic";28180;72;1169;15;1327;0;259;2399;3927;6;6632;263;9;908;0;14;100;37;25;6;0;0;294;13;168;23;109;11;49;36;21;280
weddell;Haliclona tenella;I;Animalia;Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;5.6;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4340;0;591;23;148;0;0;202;856;0;23;160;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1
weddell;Bathypanoploea schellenbergi;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Stilipedidae;Bathypanoploea;3.7;predator/scavenger;"invertebrate";2.88;"omnivorous";3;"benthopelagic";7997;1358;709;592;3102;85;291;690;3594;300;1048;1707;248;795;82;1;14;2;0;0;0;51;0;0;0;340;0;54;3;52;48;147
weddell;Scolymastra joubini;I;Animalia;Porifera;Hexactinellida;Lyssacinosida;Rossellidae;Anoxycalyx;720;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4331;0;582;20;148;0;0;202;733;0;23;151;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1
weddell;Porania antarctica glabra;I;Animalia;Echinodermata;Asteroidea;Spinulosida;Poraniidae;Porania;0.32;predator/scavenger;"invertebrate";2.12;"omnivorous";2;"benthic";1835;626;49;21;326;8;0;0;4894;6;309;70;6;0;3;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;66
weddell;Psychroteuthis glacialis;I;Animalia;Mollusca;Cephalopoda;Teuthida;Psychroteuthidae;Psychroteuthis;770;predator;"invertebrate";4.1;"carnivorous";3;"pelagic";88;13;634;65;39;0;0;0;803;1;47;29;4;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;18
weddell;Abatus nimrodi;T;Animalia;Echinodermata;Echinoidea;Spatangoida;Schizasteridae;Abatus;3.7;deposit-feeder;"invertebrate";2;"detrivorous";2;"benthic";1;0;0;0;0;0;0;0;281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
weddell;Chionodraco myersi;I;Animalia;Chordata;Actinopterygii;Perciformes;Channichthyidae;Chionodraco;370;predator;"ectotherm vertebrate";4.09;"carnivorous";4;"demersal";30;1910;434;87;143;116;0;0;387;109;35;157;134;0;57;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;25;12
weddell;Calanoides acutus;I;Animalia;Arthropoda;Maxillopoda;Calanoida;Calanidae;Calanoides;0.0055;predator;"invertebrate";2.11;"omnivorous";4;"pelagic";2090;1702;6;1661;4295;129;6;69;3076;2891;120;1532;841;266;9;0;14;60;0;0;0;2;0;3;1;369;0;3;0;10;93;73
weddell;Sterna vittata;T;Animalia;Chordata;Aves;Ciconiiformes;Laridae;Sterna;420;predator;"endotherm vertebrate";3.88;"carnivorous";4;"land-based";0;0;96;0;0;0;0;0;128;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
weddell;Kirkpatrickia variolosa;I;Animalia;Porifera;Demospongiae;Poecilosclerida;Hymedesmiidae;Kirkpatrickia;45;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4338;0;572;22;148;0;0;202;818;0;23;153;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1
weddell;Synoicum adareanum;I;Animalia;Chordata;Ascidiacea;Enterogona;Polyclinidae;Synoicum;4.1;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;220;0;82;1;1;0;0;222;5;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1
weddell;Probuccinum tenuistriatum;I;Animalia;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Probuccinum;0.00048;predator;"invertebrate";4.19;"carnivorous";2;"benthic";21;2384;543;193;59;35;243;0;368;163;42;225;100;14;13;101;36;9;36;0;1;27;0;1;15;17;12;21;0;1;26;15
weddell;Promachocrinus kerguelensis;I;Animalia;Echinodermata;Crinoidea;Comatulida;Antedonidae;Promachocrinus;98;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";3;"benthic";1;785;0;76;9;69;0;0;278;5;0;3;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
weddell;Aptenodytes forsteri;T;Animalia;Chordata;Aves;Ciconiiformes;Spheniscidae;Aptenodytes;11000;predator;"endotherm vertebrate";4.78;"carnivorous";4;"land-based";917;0;2234;0;0;0;0;0;927;0;430;0;0;0;0;66;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;53
weddell;Nymphon gracillimum;I;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;0.2;predator/scavenger;"invertebrate";3.9;"carnivorous";2;"benthic";6544;260;2284;28;72;7;293;371;2665;0;920;146;1;140;0;100;87;0;70;2;23;5;51;5;39;3;53;2;4;4;7;128
weddell;Notothenia coriiceps;I;Animalia;Chordata;Actinopterygii;Perciformes;Nototheniidae;Notothenia;2000;predator;"ectotherm vertebrate";4.24;"carnivorous";4;"demersal";3153;428;2828;42;485;7;382;476;1170;61;823;557;5;645;0;98;52;51;24;9;1;37;2;0;29;96;47;9;33;36;26;104
weddell;Homaxinella balfourensis;I;Animalia;Porifera;Demospongiae;Hadromerida;Suberitidae;Homaxinella;2.3;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;4526;0;546;22;150;0;0;201;832;0;24;183;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1
weddell;Phascolion strombi;I;Animalia;Sipuncula;Sipunculidea;Golfingiiformes;Phascoliidae;Phascolion;6.3e-07;deposit-feeder;"invertebrate";2;"detrivorous";2;"benthic";0;89;0;22;1;3;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
weddell;Boroecia antipoda;I;Animalia;Arthropoda;Ostracoda;Halocyprida;Halocyprididae;Boroecia;0.00044;suspension-feeder;"invertebrate";2.06;"herbivorous/detrivorous";3;"benthic";2148;1976;1;1255;2523;73;0;0;3792;1185;62;1296;405;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;57;67
weddell;Limopsis lillei;I;Animalia;Mollusca;Bivalvia;Arcoida;Limopsidae;Limopsis;0.0046;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";2;"benthic";0;2423;0;211;11;144;0;0;208;216;0;17;142;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1
weddell;Chaetoceros bulbosum;B;Plantae;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;6.04e-13;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;6539;0;2038;0;116;0;0;0;2485;0;0;720;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0
weddell;Cuenotaster involutus;I;Animalia;Echinodermata;Asteroidea;Valvatida;Ganeriidae;Cuenotaster;17;predator/scavenger;"invertebrate";2;"omnivorous";2;"benthic";1;691;0;21;7;8;0;0;276;6;0;5;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
weddell;Pyura setosa;I;Animalia;Chordata;Ascidiacea;Pleurogona;Pyuridae;Pyura;0.29;suspension-feeder;"invertebrate";2;"herbivorous/detrivorous";1;"benthic";0;220;0;82;1;1;0;0;222;5;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1
weddell;Rhachotropis antarctica;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Eusiridae;Rhachotropis;0.18;predator/scavenger;"invertebrate";2.9;"omnivorous";3;"benthopelagic";4746;1045;767;396;1777;17;679;1200;3299;269;1798;1415;106;1063;3;10;226;75;58;1;2;26;2;20;11;390;35;75;88;101;49;136
